Age,Gender,Region,District,Language Spoken by Student,Math Term 1,Physics Term 1,Chemistry Term 1,Math Term 2,Physics Term 2,Chemistry Term 2,Math Term 3,Physics Term 3,Chemistry Term 3,Attendance
16,Female,Eastern,Mubende,Langi,85,80,42,75,92,70,87,62,85,0.96
15,Female,Northern,Mbarara,Rukiga,70,52,100,76,39,82,66,75,55,0.91
16,Female,Norternh,Gulu,Luganda,100,100,27,75,96,79,77,81,84,0.88
16,Male,Northern,Mbale,Acholi,74,9,100,51,28,71,89,57,73,0.94
15,Female,Northern,Arua,Rukonjo,91,85,41,39,61,94,100,86,59,0.78
15,Female,Central,Soroti,Luganda,48,100,87,58,97,81,86,100,59,0.92
17,Male,Eastern,Arua,Runyankole,59,72,59,46,81,84,41,17,95,0.76
15,Male,Eastern,Entebbe,Luo,89,28,95,69,52,98,70,17,91,0.78
16,Female,Eastern,Jinja,Langi,81,100,89,69,58,86,69,100,92,0.84
17,Male,Eastern,Jinja,Runyankole,93,100,60,27,65,100,88,91,71,0.91
15,Female,Northern,Rukungiri,Luo,100,73,100,47,32,60,75,48,95,0.76
17,Female,Northern,Mbarara,Luganda,77,75,35,60,100,66,62,26,72,0.83
15,Male,Northern,Iganga,Runyankole,26,100,60,72,70,42,51,73,46,0.89
15,Female,Eastern,Soroti,Runyankole,69,86,67,50,77,77,48,60,74,0.81
15,Female,Eastern,Jinja,Lugisu,94,100,44,42,100,89,95,38,100,0.76
17,Male,Western,Kabale,Sebei,91,95,62,51,28,100,64,43,94,0.84
17,Male,Central,Mukono,Luganda,76,87,81,81,84,83,97,83,98,0.89
15,Female,Northern,Arua,Acholi,88,100,56,55,75,66,86,100,100,0.84
17,Female,Central,Lira,Rukiga,82,65,71,76,74,90,90,32,66,0.76
15,Female,Central,Mbale,Luganda,90,93,67,74,74,100,79,17,73,0.9
15,Female,Northern,Mbarara,Runyankole,89,95,43,65,75,99,67,68,64,0.92
17,Female,Eastern,Lira,Runyankole,73,74,97,56,71,80,100,94,86,0.76
15,Male,Eastern,Tororo,Lugisu,88,99,67,57,76,87,100,17,100,0.86
15,Female,Eastern,Kapchorwa,Luganda,56,96,47,57,78,78,62,95,49,0.82
16,Female,Northern,Mbarara,Runyankole,68,99,69,68,57,100,82,84,84,0.86
15,Female,Eastern,Mbale,Langi,94,100,26,78,63,100,60,54,80,0.99
15,Male,Eastern,Kasese,Rukiga,84,72,96,53,53,77,43,86,44,0.93
16,Female,Eastern,Kitgum,Runyankole,69,98,100,72,51,100,53,52,59,0.87
15,Female,Western,Mbale,Lugbara,58,84,100,58,82,100,53,42,97,0.88
15,Male,Central,Mbarara,Iteso,57,100,40,45,70,65,62,88,38,0.96
15,Female,Northern,Kitgum,Luganda,71,95,86,62,74,64,89,100,65,0.92
17,Female,Central,Pallisa,Luganda,89,100,82,57,64,99,100,99,80,0.85
15,Female,Eastern,Gulu,Luganda,80,82,36,51,21,49,99,91,64,0.76
16,Female,Central,Kitgum,Ateso,67,60,62,69,93,81,74,23,92,0.76
17,Male,Northern,Mubende,Runyankole,55,100,100,88,86,100,67,82,78,0.76
16,Male,Eastern,Gulu,Iteso,100,93,82,97,55,98,91,92,52,0.82
17,Female,Central,Gulu,Luganda,37,100,62,29,79,80,54,75,73,0.83
17,Male,Northern,Gulu,Luganda,99,71,84,45,51,72,86,87,62,0.91
17,Female,Western,Lira,Lugisu,90,51,71,60,50,100,51,54,100,0.91
16,Female,Central,Rukungiri,Acholi,85,77,71,61,76,74,50,68,89,0.85
17,Male,Eastern,Gulu,Acholi,49,76,84,83,85,75,77,22,69,0.81
15,Female,Northern,Masaka,Luganda,51,100,55,68,88,100,42,81,65,0.92
17,Female,Central,Mbarara,Luganda,58,71,81,48,59,100,82,49,58,0.98
16,Male,Northern,Soroti,Acholi,44,61,100,93,44,97,89,51,57,0.9
15,Male,Northern,Lira,Acholi,78,100,54,80,74,93,95,30,66,0.89
17,Female,Western,Mbale,Rutooro,58,100,86,62,83,100,88,75,68,0.81
17,Female,Eastern,Mbale,Runyankole,100,100,26,37,100,54,55,87,55,0.95
17,Male,Northern,Lira,Lusamia,69,76,83,84,86,83,59,52,100,0.76
15,Male,Northern,Mityana,Lusoga,51,100,100,52,58,88,59,100,94,0.83
16,Male,Northern,Tororo,Acholi,87,87,72,72,82,95,80,38,83,0.85
15,Female,Eastern,Kitgum,Runyankole,73,98,96,48,59,100,52,100,87,0.82
16,Female,Eastern,Soroti,Luganda,73,50,88,64,62,100,86,33,100,0.9
17,Male,Eastern,Mbarara,Langi,100,59,65,64,45,100,88,19,95,0.89
15,Male,Northern,Soroti,Acholi,100,79,58,59,10,69,100,70,87,0.96
16,Female,Western,Masindi,Runyankole,88,100,37,32,61,72,93,100,39,0.87
17,Male,Western,Wakiso,Acholi,68,47,68,34,45,76,61,56,76,0.87
15,Female,Western,Iganga,Rukiga,80,31,98,83,15,99,58,45,68,0.95
16,Male,Eastern,Gulu,Langi,69,88,35,36,79,46,42,50,95,0.88
15,Male,Northern,Mbale,Luganda,84,100,26,60,65,78,64,71,38,0.95
16,Female,Northern,Kabale,Runyankole,99,100,48,56,82,100,80,86,81,0.91
15,Male,Northern,Gulu,Lugisu,69,100,100,74,68,100,74,100,72,0.8
15,Female,Eastern,Mbale,Ateso,78,68,53,42,49,72,82,28,60,0.93
15,Female,Central,Mbale,Luganda,91,100,52,33,94,83,81,75,90,0.76
17,Male,Western,Mbale,Teso,63,100,39,47,82,100,35,77,91,0.8
15,Female,Northern,Mukono,Teso,41,57,56,28,83,77,56,57,92,0.87
16,Female,Northern,Mukono,Luganda,82,93,58,75,60,92,81,87,74,0.93
15,Female,Eastern,Mbale,Acholi,78,100,78,85,99,100,57,68,100,0.81
16,Male,Central,Mubende,Luo,96,100,32,63,70,67,88,79,82,0.91
15,Male,Eastern,Busia,Acholi,71,93,97,88,55,99,84,58,84,0.79
15,Female,Eastern,Busia,Luganda,100,93,35,67,63,100,65,47,93,0.95
15,Female,Eastern,Kasese,Runyankole,71,100,52,37,66,60,87,100,65,0.85
15,Male,Eastern,Gulu,Runyankole,54,100,100,36,49,100,54,89,85,0.76
17,Female,Northern,Wakiso,Rukiga,82,100,76,49,73,55,87,56,81,0.95
15,Female,Western,Kabale,Acholi,82,72,75,92,70,100,75,57,56,0.91
15,Female,Eastern,Lira,Lugbara,91,58,99,78,56,99,81,19,100,0.88
16,Female,Eastern,Mbale,Luganda,92,100,45,55,41,62,97,100,85,0.81
17,Male,Northern,Kampala,Rukiga,51,91,100,68,82,64,91,96,100,0.88
15,Female,Eastern,Mbale,Lusoga,85,99,69,57,31,89,73,94,71,0.89
15,Female,Eastern,Mukono,Rukiga,75,94,87,77,52,97,47,42,63,0.95
15,Female,Northern,Mbarara,Lusamia,51,100,78,45,69,100,82,100,57,0.84
15,Female,Eastern,Tororo,Rukiga,26,55,98,60,65,93,61,53,89,0.9
15,Male,Norternh,Pallisa,Lugisu,81,100,41,50,91,82,84,81,80,0.84
15,Female,Central,Bushenyi,Acholi,60,93,97,67,53,92,87,29,100,0.88
16,Female,Northern,Mbale,Luganda,84,49,74,71,73,97,63,29,86,0.99
15,Male,Eastern,Iganga,Lugbara,21,100,91,28,80,100,56,37,51,0.87
16,Female,Eastern,Mbale,Acholi,90,90,49,45,65,53,91,88,55,0.76
15,Female,Western,Mbarara,Luganda,73,100,100,99,80,100,80,40,82,0.88
17,Female,Western,Lira,Lusamia,68,89,70,55,88,94,76,85,86,0.98
16,Female,Western,Kapchorwa,Acholi,64,47,57,65,62,100,39,17,100,0.9
16,Female,Eastern,Gulu,Luo,67,89,100,51,51,100,76,36,87,0.82
15,Female,Northern,Mukono,Lumasaaba,71,58,85,81,66,84,97,78,68,0.92
17,Female,Northern,Mbale,Rutooro,71,100,98,84,61,83,100,79,26,0.99
15,Female,Eastern,Jinja,Runyankole,66,70,26,42,66,61,57,64,48,0.92
15,Female,Western,Kitgum,Luganda,47,84,96,58,61,100,46,52,83,0.9
16,Male,Eastern,Mbarara,Lusoga,67,95,64,89,58,100,65,88,87,0.84
16,Male,Central,Mityana,Luganda,98,100,97,72,58,68,77,92,60,0.76
16,Male,Western,Pader,Rukiga,52,94,100,69,85,100,73,96,85,0.81
17,Female,Eastern,Kitgum,Luganda,100,100,78,68,83,90,100,89,100,0.8
15,Female,Eastern,Iganga,Luganda,57,87,90,51,84,57,43,69,78,0.88
16,Female,Northern,Mukono,Lumasaaba,48,43,57,72,52,98,54,56,73,0.96
17,Male,Central,Gulu,Runyankole,56,99,100,68,37,98,82,100,74,0.84
15,Female,Central,Mbale,Lugbara,28,100,92,66,70,89,58,100,83,0.92
15,Female,Western,Lira,Rutooro,99,91,58,28,47,82,72,29,78,0.9
16,Female,Eastern,Mukono,Luganda,100,99,26,78,81,88,80,89,68,0.92
15,Female,Eastern,Apac,Luganda,100,100,53,59,49,98,93,73,56,0.9
15,Female,Eastern,Kasese,Sebei,87,100,30,57,80,70,49,35,72,0.95
15,Female,Northern,Kabarole,Rutooro,54,77,77,82,44,100,76,66,23,0.86
17,Female,Eastern,Jinja,Luganda,67,96,95,45,49,100,61,93,64,0.82
16,Female,Northern,Kisoro,Acholi,78,36,100,88,46,100,42,17,96,0.76
17,Female,Central,Kitgum,Luganda,100,77,26,61,76,85,67,30,100,0.76
17,Female,Western,Arua,Runyankole,96,78,33,54,44,100,85,48,61,0.99
17,Female,Northern,Kitgum,Luganda,63,46,66,84,62,67,92,69,55,0.97
15,Female,Eastern,Mbale,Runyankole,100,92,100,70,37,88,99,100,86,0.95
17,Female,Central,Mbale,Luganda,90,73,100,87,54,96,42,63,91,0.91
16,Female,Northern,Gulu,Runyankole,45,94,70,54,66,99,42,74,95,0.92
17,Female,Eastern,Bushenyi,Rukiga,46,100,92,43,79,84,39,94,83,0.91
15,Female,Eastern,Kampala,Runyankole,92,100,95,63,81,89,80,40,62,0.78
15,Male,Northern,Kampala,Acholi,96,84,96,94,49,100,61,77,90,0.81
16,Female,Western,Mbarara,Sebei,84,83,100,87,50,100,87,40,100,0.91
15,Female,Northern,Kitgum,Lumasaba,43,64,58,48,75,73,52,27,85,0.87
15,Female,Eastern,Arua,Luganda,93,100,47,46,44,72,66,51,39,0.76
16,Male,Western,Mbale,Lango,87,96,99,84,55,100,71,38,61,0.9
16,Female,Northern,Mbarara,Luganda,99,65,99,94,59,100,63,59,99,0.82
17,Female,Central,Kabale,Luganda,91,61,87,89,52,88,49,30,70,0.91
17,Female,Central,Soroti,Lugbara,99,100,50,69,47,100,100,86,77,0.97
17,Female,Central,Kabarole,Acholi,86,100,69,75,54,62,74,88,61,0.95
17,Male,Western,Mbarara,Japadhola,79,35,76,49,69,100,46,17,100,0.81
16,Female,Eastern,Mbarara,Acholi,69,100,100,63,51,74,71,100,71,0.88
17,Female,Western,Mukono,Luganda,65,34,60,77,84,89,63,85,100,0.95
15,Male,Northern,Mukono,Alur,55,44,86,62,44,99,36,65,59,0.76
17,Male,Eastern,Mbarara,Luganda,94,100,82,73,69,100,73,86,100,0.81
15,Male,Eastern,Kabarole,Runyankole,95,82,87,100,44,93,75,77,49,0.9
16,Female,Northern,Mbale,Luganda,75,75,93,57,38,100,49,51,77,0.97
15,Male,Eastern,Mukono,Luganda,90,85,69,63,98,100,87,33,100,0.76
17,Male,Northern,Arua,Luganda,94,59,96,79,63,97,79,85,96,0.96
16,Male,Western,Kasese,Runyankole,82,100,100,43,59,79,68,100,91,0.76
15,Male,Eastern,Kitgum,Luganda,72,90,78,55,58,91,63,73,77,0.86
15,Female,Eastern,Wakiso,Acholi,76,59,100,84,62,75,88,75,68,0.76
15,Female,Western,Kabale,Iteso,96,80,86,84,55,100,93,67,57,0.92
15,Female,Central,Kabale,Luganda,36,83,56,56,60,90,73,21,77,0.88
15,Female,Northern,Mbale,Lusoga,74,97,49,43,64,97,74,70,46,0.85
16,Male,Central,Jinja,Runyankole,67,72,47,48,73,100,54,44,81,0.98
15,Female,Northern,Mbale,Rukiga,98,100,48,47,68,82,89,62,81,0.86
17,Female,Central,Busia,Luganda,43,100,70,52,88,100,83,85,48,0.92
15,Female,Northern,Kabale,Lango,100,64,98,83,54,95,58,26,99,0.88
17,Female,Northern,Mbale,Acholi,65,100,56,73,93,79,47,61,80,0.9
17,Male,Western,Apac,Lusoga,95,100,81,96,76,80,19,89,60,0.91
16,Female,Eastern,Bushenyi,Lusoga,97,70,38,30,58,71,37,17,91,0.76
17,Male,Northern,Wakiso,Acholi,81,100,80,71,81,84,53,94,95,0.83
15,Female,Northern,Mbale,Luganda,81,79,54,54,64,78,72,71,84,0.9
15,Male,Northern,Kasese,Ateso,100,93,84,75,35,78,80,58,45,0.9
17,Female,Eastern,Kabale,Lango,95,100,43,40,57,88,19,85,94,0.91
17,Female,Northern,Mbarara,Lugbara,90,100,100,82,48,57,93,100,85,0.78
15,Male,Western,Mukono,Luganda,91,100,88,78,68,70,71,100,97,0.81
17,Female,Western,Jinja,Luo,44,39,98,26,57,76,59,91,22,0.77
16,Female,Central,Mpigi,Acholi,65,100,89,78,63,100,72,99,67,0.89
15,Male,Western,Arua,Lango,49,51,81,55,63,44,82,70,82,0.85
17,Female,Eastern,Kitgum,Luganda,57,98,76,74,73,73,52,80,83,0.76
15,Female,Central,Mpigi,Rukiga,76,90,82,93,79,99,91,100,82,0.98
16,Female,Northern,Gulu,Lusoga,99,100,26,73,75,97,27,98,64,0.99
15,Female,Eastern,Wakiso,Luganda,63,81,61,31,62,88,42,67,100,0.8
15,Female,Central,Jinja,Teso,51,97,55,42,83,95,51,36,70,0.91
15,Female,Western,Kabale,Langi,76,57,38,70,53,88,68,36,80,0.93
15,Female,Northern,Soroti,Rukiga,94,100,80,85,51,100,87,86,78,0.87
15,Male,Northern,Kabale,Runyankole,97,98,92,63,63,100,77,71,95,0.89
17,Female,Northern,Arua,Luganda,67,100,71,61,78,44,26,47,96,0.87
17,Male,Central,Kabale,Acholi,80,76,68,43,55,100,63,36,90,0.93
16,Male,Western,Kabale,Acholi,84,82,76,82,52,71,83,70,58,0.81
16,Female,Northern,Kapchorwa,Luganda,100,93,100,99,57,92,86,40,63,0.85
17,Female,Northern,Rukungiri,Runyoro,69,100,26,25,92,93,49,73,100,0.82
17,Female,Northern,Kasese,Luganda,95,100,77,48,100,78,54,61,100,0.8
17,Female,Eastern,Kampala,Lugbara,94,100,100,82,72,100,100,79,98,0.81
15,Female,Eastern,Mbale,Luganda,59,71,51,73,62,70,58,89,37,0.97
17,Male,Eastern,Amuru,Runyankole,38,100,96,37,41,89,100,99,44,0.76
17,Male,Northern,Jinja,Luganda,83,56,65,65,69,93,66,17,98,0.88
15,Female,Central,Kitgum,Lusoga,78,70,79,94,47,95,75,76,77,0.97
17,Male,Northern,Gulu,Luganda,80,100,68,84,47,100,26,49,88,0.8
17,Male,Western,Mbale,Luganda,88,90,47,51,87,100,67,50,66,0.83
16,Male,Northern,Kampala,Lugisu,37,100,84,45,71,100,56,45,100,0.76
15,Female,Central,Masindi,Runyankole,85,100,45,96,86,100,69,37,91,0.95
15,Male,Central,Wakiso,Acholi,100,100,65,71,53,100,97,93,93,0.85
15,Female,Eastern,Wakiso,Runyankole,50,82,34,94,43,89,36,50,57,0.76
15,Male,Eastern,Mbarara,Luganda,86,78,100,92,10,87,49,83,82,0.84
15,Female,Western,Busia,Luganda,56,100,46,62,83,94,68,82,72,0.92
16,Female,Central,Kabale,Rukiga,50,96,47,62,100,87,75,57,80,0.92
15,Female,Northern,Kampala,Luganda,80,95,29,45,82,56,55,86,87,0.87
16,Female,Western,Kabale,Runyankole,66,77,56,74,96,100,44,33,96,0.76
17,Female,Central,Kitgum,Luganda,83,78,100,79,79,87,87,100,57,0.9
15,Male,Northern,Mbale,Luganda,71,97,65,26,78,76,50,100,87,0.76
17,Female,Western,Kabale,Runyankole,37,55,100,100,80,100,75,59,94,0.95
15,Female,Central,Pader,Luo,66,100,82,50,68,72,63,79,92,0.76
15,Female,Western,Kasese,Luganda,86,35,95,78,75,100,91,24,100,0.91
16,Male,Eastern,Kitgum,Lugisu,74,64,86,60,45,100,29,19,84,0.88
15,Female,Northern,Jinja,Acholi,81,82,94,68,72,86,69,44,90,0.76
15,Female,Western,Kitgum,Luo,81,52,100,52,47,100,57,48,94,0.79
16,Female,Northern,Kabale,Lugbara,89,76,72,72,34,100,100,86,51,0.99
15,Female,Eastern,Wakiso,Rukiga,63,76,79,63,53,92,70,80,82,0.82
15,Female,Northern,Mbarara,Luganda,100,100,64,73,73,86,68,100,43,0.92
15,Female,Northern,Kitgum,Luganda,98,61,100,100,46,100,96,33,98,0.97
16,Female,Norternh,Busia,Luganda,52,100,77,37,82,99,68,76,86,0.91
17,Female,Central,Kitgum,Runyankole,100,100,61,66,75,67,86,85,85,0.76
16,Female,Central,Soroti,Acholi,100,92,60,62,54,100,81,59,100,0.88
16,Female,Northern,Bushenyi,Acholi,62,100,59,75,91,100,61,98,47,0.91
15,Female,Western,Tororo,Luganda,94,100,62,59,77,100,71,84,89,0.86
17,Male,Eastern,Kitgum,Acholi,45,86,39,25,100,93,67,66,88,0.89
16,Female,Eastern,Kampala,Lusoga,99,69,47,85,73,92,87,19,36,0.88
16,Male,Eastern,Mukono,Runyankole,79,74,94,56,45,85,91,91,79,0.9
15,Female,Eastern,Tororo,Rukiga,48,100,96,59,70,63,81,77,95,0.76
15,Female,Northern,Kasese,Lumasaba,59,96,100,64,79,90,47,82,59,0.88
17,Male,Central,Kabarole,Lango,100,100,90,75,56,100,85,83,94,0.76
16,Female,Eastern,Wakiso,Runyankole,96,94,73,91,52,100,79,68,56,0.85
15,Male,Central,Rukungiri,Lumasaba,84,78,50,48,90,88,50,73,76,0.89
15,Female,Western,Kitgum,Rukiga,100,87,42,45,75,86,92,60,78,0.9
16,Male,Central,Soroti,Acholi,84,61,59,47,38,100,94,48,47,0.98
15,Female,Northern,Jinja,Luganda,82,100,56,32,70,81,72,43,68,0.97
17,Female,Eastern,Mbarara,Lusoga,29,79,44,48,58,85,73,77,77,0.88
15,Female,Western,Kapchorwa,Acholi,71,100,100,72,54,100,57,65,85,0.89
15,Female,Northern,Kampala,Luganda,60,98,99,81,76,100,73,50,57,0.76
15,Female,Central,Mbarara,Luganda,85,11,43,25,66,47,77,20,100,0.88
17,Female,Central,Mbarara,Teso,33,55,26,59,84,25,92,46,30,0.97
15,Male,Central,Soroti,Lusoga,88,64,64,58,64,83,93,32,72,0.9
17,Male,Western,Soroti,Luganda,68,97,85,81,65,98,50,54,67,0.9
15,Female,Eastern,Mbale,Acholi,77,100,58,62,62,97,67,30,86,0.76
15,Male,Western,Mukono,Acholi,72,100,96,51,49,61,98,89,96,0.83
15,Female,Northern,Kampala,Lusoga,84,76,72,87,51,93,70,17,63,0.76
16,Female,Central,Soroti,Japadhola,27,100,48,69,99,77,48,75,46,0.93
15,Female,Northern,Gulu,Luganda,95,82,73,64,83,28,65,86,60,0.92
15,Male,Eastern,Mityana,Acholi,95,74,71,71,47,81,64,17,91,0.86
15,Female,Eastern,Mbarara,Luganda,45,100,58,47,78,49,66,69,59,0.86
16,Male,Northern,Mbale,Acholi,100,76,100,66,36,100,92,68,100,0.88
15,Male,Northern,Mbale,Runyankole,93,70,91,72,62,88,22,43,78,0.88
16,Male,Eastern,Lira,Rukiga,45,64,43,28,72,62,80,95,32,0.86
17,Female,Central,Arua,Runyankole,62,39,100,80,91,82,64,17,82,0.95
15,Female,Western,Kabarole,Runyankole,75,69,64,64,67,100,68,37,94,0.92
16,Male,Western,Mukono,Teso,86,73,52,58,90,100,89,100,51,0.99
17,Female,Central,Mbarara,Lumasaaba,62,28,47,34,10,99,82,20,71,0.84
15,Male,Western,Mbale,Luganda,77,65,43,66,33,84,79,46,67,0.96
16,Male,Western,Kampala,Lusoga,87,88,61,50,64,78,50,77,100,0.85
15,Female,Eastern,Mbarara,Luganda,97,100,33,79,100,81,71,100,89,0.95
16,Female,Eastern,Mbarara,Luganda,100,100,71,57,45,100,99,84,100,0.9
15,Male,Central,Kampala,Lusamia,96,94,99,81,83,87,70,36,74,0.87
17,Female,Northern,Mukono,Rukiga,100,100,26,59,100,87,95,77,75,0.76
15,Female,Western,Kitgum,Runyankole,72,100,76,31,59,87,98,91,81,0.84
17,Female,Central,Soroti,Luganda,57,68,89,33,74,100,62,17,81,0.9
17,Female,Western,Amuru,Luganda,91,96,56,89,55,100,77,43,100,0.94
17,Female,Central,Mbale,Acholi,48,57,55,46,100,93,69,19,100,0.92
16,Female,Eastern,Kampala,Rutooro,95,66,80,68,49,82,89,18,64,0.89
16,Female,Central,Busia,Sebei,73,45,26,70,42,97,100,26,95,0.92
16,Male,Northern,Kasese,Teso,59,76,89,73,62,94,84,86,49,0.9
15,Female,Northern,Mukono,Luganda,86,63,76,28,69,92,91,34,100,0.91
16,Male,Northern,Ntungamo,Langi,71,85,56,46,91,87,68,70,86,0.91
16,Female,Northern,Mbale,Rukiga,87,62,84,100,42,100,86,70,99,0.96
17,Male,Central,Mbale,Acholi,100,100,58,70,57,95,77,93,60,0.82
15,Male,Northern,Soroti,Teso,68,20,68,74,60,90,77,56,62,0.92
17,Male,Northern,Kitgum,Luganda,60,82,42,58,72,93,48,67,90,0.97
17,Male,Central,Kabale,Japadhola,91,100,38,69,85,92,90,53,88,0.87
15,Female,Northern,Kampala,Runyankole,96,100,74,65,65,55,89,81,80,0.82
17,Female,Northern,Kitgum,Luganda,29,72,59,52,55,91,62,60,69,0.92
15,Female,Western,Lira,Lusoga,68,100,88,57,54,100,72,86,69,0.88
15,Female,Northern,Mbarara,Runyankole,55,98,43,62,67,46,100,100,84,0.78
17,Male,Eastern,Kasese,Lugbara,81,80,53,37,54,58,60,71,71,0.89
15,Female,Northern,Gulu,Luganda,19,100,91,34,75,99,60,53,99,0.81
17,Male,Eastern,Gulu,Lusoga,100,81,94,80,28,100,79,60,97,0.82
17,Female,Eastern,Soroti,Alur,58,74,65,60,72,90,51,43,62,0.91
15,Female,Northern,Kitgum,Luganda,58,71,100,91,80,96,81,23,100,0.9
16,Male,Northern,Soroti,Lusoga,45,54,30,74,97,100,100,17,100,0.99
15,Male,Central,Kabale,Luganda,45,48,90,45,59,84,58,63,89,0.94
17,Female,Northern,Mbarara,Sebei,73,71,67,70,75,97,86,56,85,0.88
16,Female,Western,Masaka,Rukiga,51,62,96,63,58,100,29,54,70,0.81
17,Male,Central,Kapchorwa,Luganda,40,83,100,70,57,100,20,81,44,0.89
15,Male,Central,Kisoro,Luganda,63,86,70,69,66,57,100,32,60,0.83
17,Female,Eastern,Pader,Acholi,90,100,43,46,65,100,71,70,94,0.86
17,Female,Eastern,Lira,Rukiga,81,77,35,100,53,91,52,26,80,0.76
16,Female,Northern,Soroti,Ateso,60,74,87,87,81,60,41,17,100,0.8
15,Female,Northern,Gulu,Lumasaaba,78,67,46,66,60,92,71,58,88,0.85
16,Male,Eastern,Kabale,Acholi,62,48,84,56,53,81,61,70,100,0.93
15,Female,Eastern,Jinja,Runyankole,100,87,43,61,60,56,79,93,47,0.92
15,Female,Eastern,Mbarara,Runyankole,74,100,56,42,96,100,72,55,99,0.8
16,Female,Central,Arua,Runyankole,100,100,98,100,56,97,51,54,96,0.76
16,Female,Western,Mbarara,Rukonjo,76,95,98,61,58,84,95,95,73,0.95
17,Female,Eastern,Kampala,Luganda,41,87,95,60,61,97,55,87,61,0.82
17,Female,Northern,Lira,Lusoga,81,100,59,45,73,99,73,77,67,0.97
17,Male,Eastern,Mbarara,Lango,100,100,53,87,38,100,100,87,56,0.99
16,Male,Eastern,Arua,Runyoro,44,80,42,37,79,84,41,49,98,0.82
15,Female,Central,Kisoro,Lusoga,79,88,26,47,100,80,65,82,82,0.85
16,Male,Eastern,Kapchorwa,Acholi,61,67,34,48,82,73,74,67,67,0.9
15,Female,Western,Kampala,Runyankole,88,67,100,69,69,87,69,78,99,0.94
15,Male,Western,Wakiso,Lugisu,79,95,73,82,64,84,76,90,27,0.98
15,Female,Eastern,Kitgum,Acholi,68,100,38,92,95,100,70,93,98,0.92
16,Female,Western,Kabarole,Luganda,71,84,75,77,75,100,100,39,86,0.89
16,Male,Central,Gulu,Japadhola,95,78,70,98,54,88,91,66,31,0.96
15,Female,Eastern,Soroti,Luganda,93,49,53,82,63,78,75,64,60,0.94
17,Female,Western,Mbale,Lumasaaba,100,96,72,77,41,87,65,74,77,0.95
16,Female,Eastern,Kabale,Runyankole,95,74,67,88,60,80,56,50,100,0.88
15,Male,Eastern,Masaka,Runyankole,100,100,43,100,65,98,54,35,51,0.87
16,Female,Eastern,Mbarara,Luganda,96,100,60,76,70,100,73,35,82,0.78
16,Male,Eastern,Amuru,Luganda,60,71,62,56,27,73,62,50,46,0.84
15,Female,Central,Mpigi,Luganda,63,71,71,46,51,91,92,74,50,0.87
15,Female,Eastern,Gulu,Luganda,48,100,100,59,84,65,40,92,82,0.88
17,Male,Eastern,Arua,Luganda,88,100,72,90,60,100,87,53,86,0.93
17,Female,Central,Gulu,Luganda,58,100,83,62,57,80,79,42,67,0.92
17,Female,Northern,Gulu,Lusamia,54,100,36,51,100,100,57,61,67,0.91
17,Female,Northern,Mbale,Luganda,60,100,76,86,96,86,76,67,69,0.84
15,Female,Northern,Kabale,Lusoga,73,93,89,77,50,100,92,30,54,0.8
15,Female,Western,Lira,Runyankole,78,50,26,59,74,100,79,21,53,0.84
16,Female,Central,Soroti,Lusoga,75,100,26,69,57,96,100,31,58,0.98
15,Male,Central,Mukono,Luganda,36,100,71,42,86,72,80,64,79,0.94
16,Female,Central,Mbale,Luganda,76,69,98,62,61,79,76,17,55,0.8
15,Male,Central,Kabarole,Japadhola,58,76,100,83,43,100,41,61,53,0.76
16,Male,Eastern,Mukono,Luganda,100,100,100,92,55,74,100,85,83,0.9
16,Female,Eastern,Kabale,Runyankole,68,99,87,66,57,60,96,84,100,0.94
17,Male,Central,Kampala,Rutooro,73,88,91,72,55,100,78,82,36,0.93
16,Male,Eastern,Mbale,Lusoga,79,100,96,83,84,89,49,67,66,0.88
17,Female,Northern,Mukono,Runyankole,47,69,55,28,94,53,62,59,80,0.76
15,Female,Western,Mbale,Rukonjo,100,100,90,82,49,68,100,64,25,0.97
15,Male,Northern,Gulu,Acholi,76,100,50,41,79,87,98,78,75,0.93
15,Female,Western,Gulu,Runyankole,86,95,76,68,82,100,90,100,73,0.97
16,Male,Western,Mukono,Runyoro,73,100,72,29,41,100,51,100,47,0.96
17,Female,Eastern,Tororo,Acholi,94,100,89,60,47,94,71,94,71,0.81
17,Female,Northern,Ntungamo,Runyoro,73,98,26,70,73,100,73,46,43,0.95
16,Male,Northern,Jinja,Runyankole,100,99,62,63,60,100,69,92,53,0.94
16,Male,Northern,Apac,Runyankole,88,87,53,42,38,75,74,88,71,0.88
15,Female,Northern,Soroti,Runyankole,82,86,98,87,53,75,65,62,79,0.92
15,Female,Eastern,Kitgum,Runyankole,48,75,51,51,75,62,55,82,46,0.92
16,Female,Western,Gulu,Acholi,71,62,58,59,64,84,77,94,41,0.95
15,Male,Central,Mbale,Luganda,25,99,37,45,100,99,98,50,45,0.95
15,Female,Western,Mbale,Runyankole,75,56,86,83,52,57,100,23,42,0.87
16,Female,Central,Soroti,Sebei,73,100,76,59,54,100,51,55,77,0.9
17,Female,Northern,Kitgum,Runyoro,69,94,26,56,100,86,65,58,92,0.76
17,Female,Eastern,Mbale,Luganda,89,100,83,82,85,100,91,62,70,0.95
15,Female,Eastern,Kampala,Lugbara,62,94,48,33,40,100,100,80,49,0.99
17,Female,Northern,Kasese,Luganda,54,91,87,29,57,83,58,83,37,0.9
15,Male,Eastern,Mukono,Teso,100,100,75,86,35,72,100,87,66,0.91
15,Female,Northern,Jinja,Lugbara,93,61,99,81,49,89,100,100,51,0.87
